"Notes"	"State of Residence"	"State of Residence Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Alabama"	"01"	"2016"	"2016"	"January"	"1"	4805
	"Alabama"	"01"	"2016"	"2016"	"February"	"2"	4718
	"Alabama"	"01"	"2016"	"2016"	"March"	"3"	4825
	"Alabama"	"01"	"2016"	"2016"	"April"	"4"	4527
	"Alabama"	"01"	"2016"	"2016"	"May"	"5"	4802
	"Alabama"	"01"	"2016"	"2016"	"June"	"6"	5047
	"Alabama"	"01"	"2016"	"2016"	"July"	"7"	5043
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	5325
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	5239
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	4973
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	4910
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	4937
	"Alabama"	"01"	"2017"	"2017"	"January"	"1"	4937
	"Alabama"	"01"	"2017"	"2017"	"February"	"2"	4497
	"Alabama"	"01"	"2017"	"2017"	"March"	"3"	4809
	"Alabama"	"01"	"2017"	"2017"	"April"	"4"	4383
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	4763
	"Alabama"	"01"	"2017"	"2017"	"June"	"6"	4823
	"Alabama"	"01"	"2017"	"2017"	"July"	"7"	5053
	"Alabama"	"01"	"2017"	"2017"	"August"	"8"	5539
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	5211
	"Alabama"	"01"	"2017"	"2017"	"October"	"10"	5061
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	4969
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	4896
	"Alabama"	"01"	"2018"	"2018"	"January"	"1"	4902
	"Alabama"	"01"	"2018"	"2018"	"February"	"2"	4342
	"Alabama"	"01"	"2018"	"2018"	"March"	"3"	4761
	"Alabama"	"01"	"2018"	"2018"	"April"	"4"	4393
	"Alabama"	"01"	"2018"	"2018"	"May"	"5"	4785
	"Alabama"	"01"	"2018"	"2018"	"June"	"6"	4768
	"Alabama"	"01"	"2018"	"2018"	"July"	"7"	4936
	"Alabama"	"01"	"2018"	"2018"	"August"	"8"	5275
	"Alabama"	"01"	"2018"	"2018"	"September"	"9"	4816
	"Alabama"	"01"	"2018"	"2018"	"October"	"10"	5003
	"Alabama"	"01"	"2018"	"2018"	"November"	"11"	4819
	"Alabama"	"01"	"2018"	"2018"	"December"	"12"	4961
	"Alabama"	"01"	"2019"	"2019"	"January"	"1"	5036
	"Alabama"	"01"	"2019"	"2019"	"February"	"2"	4399
	"Alabama"	"01"	"2019"	"2019"	"March"	"3"	4531
	"Alabama"	"01"	"2019"	"2019"	"April"	"4"	4535
	"Alabama"	"01"	"2019"	"2019"	"May"	"5"	4807
	"Alabama"	"01"	"2019"	"2019"	"June"	"6"	4470
	"Alabama"	"01"	"2019"	"2019"	"July"	"7"	5068
	"Alabama"	"01"	"2019"	"2019"	"August"	"8"	5460
	"Alabama"	"01"	"2019"	"2019"	"September"	"9"	5228
	"Alabama"	"01"	"2019"	"2019"	"October"	"10"	5205
	"Alabama"	"01"	"2019"	"2019"	"November"	"11"	4770
	"Alabama"	"01"	"2019"	"2019"	"December"	"12"	5106
	"Alabama"	"01"	"2020"	"2020"	"January"	"1"	4955
	"Alabama"	"01"	"2020"	"2020"	"February"	"2"	4449
	"Alabama"	"01"	"2020"	"2020"	"March"	"3"	4775
	"Alabama"	"01"	"2020"	"2020"	"April"	"4"	4567
	"Alabama"	"01"	"2020"	"2020"	"May"	"5"	4510
	"Alabama"	"01"	"2020"	"2020"	"June"	"6"	4799
	"Alabama"	"01"	"2020"	"2020"	"July"	"7"	5224
	"Alabama"	"01"	"2020"	"2020"	"August"	"8"	5201
	"Alabama"	"01"	"2020"	"2020"	"September"	"9"	5001
	"Alabama"	"01"	"2020"	"2020"	"October"	"10"	4777
	"Alabama"	"01"	"2020"	"2020"	"November"	"11"	4484
	"Alabama"	"01"	"2020"	"2020"	"December"	"12"	4905
	"Alabama"	"01"	"2021"	"2021"	"January"	"1"	4553
	"Alabama"	"01"	"2021"	"2021"	"February"	"2"	4385
	"Alabama"	"01"	"2021"	"2021"	"March"	"3"	4756
	"Alabama"	"01"	"2021"	"2021"	"April"	"4"	4519
	"Alabama"	"01"	"2021"	"2021"	"May"	"5"	4512
	"Alabama"	"01"	"2021"	"2021"	"June"	"6"	4930
	"Alabama"	"01"	"2021"	"2021"	"July"	"7"	5154
	"Alabama"	"01"	"2021"	"2021"	"August"	"8"	5172
	"Alabama"	"01"	"2021"	"2021"	"September"	"9"	5147
	"Alabama"	"01"	"2021"	"2021"	"October"	"10"	4968
	"Alabama"	"01"	"2021"	"2021"	"November"	"11"	4900
	"Alabama"	"01"	"2021"	"2021"	"December"	"12"	5058
	"Alabama"	"01"	"2022"	"2022"	"January"	"1"	4808
	"Alabama"	"01"	"2022"	"2022"	"February"	"2"	4383
	"Alabama"	"01"	"2022"	"2022"	"March"	"3"	4806
	"Alabama"	"01"	"2022"	"2022"	"April"	"4"	4456
	"Alabama"	"01"	"2022"	"2022"	"May"	"5"	4588
	"Alabama"	"01"	"2022"	"2022"	"June"	"6"	4709
	"Alabama"	"01"	"2022"	"2022"	"July"	"7"	5006
	"Alabama"	"01"	"2022"	"2022"	"August"	"8"	5494
	"Alabama"	"01"	"2022"	"2022"	"September"	"9"	5053
	"Alabama"	"01"	"2022"	"2022"	"October"	"10"	4839
	"Alabama"	"01"	"2022"	"2022"	"November"	"11"	4919
	"Alabama"	"01"	"2022"	"2022"	"December"	"12"	5088
	"Alaska"	"02"	"2016"	"2016"	"January"	"1"	938
	"Alaska"	"02"	"2016"	"2016"	"February"	"2"	840
	"Alaska"	"02"	"2016"	"2016"	"March"	"3"	967
	"Alaska"	"02"	"2016"	"2016"	"April"	"4"	912
	"Alaska"	"02"	"2016"	"2016"	"May"	"5"	955
	"Alaska"	"02"	"2016"	"2016"	"June"	"6"	980
	"Alaska"	"02"	"2016"	"2016"	"July"	"7"	955
	"Alaska"	"02"	"2016"	"2016"	"August"	"8"	957
	"Alaska"	"02"	"2016"	"2016"	"September"	"9"	951
	"Alaska"	"02"	"2016"	"2016"	"October"	"10"	958
	"Alaska"	"02"	"2016"	"2016"	"November"	"11"	897
	"Alaska"	"02"	"2016"	"2016"	"December"	"12"	899
	"Alaska"	"02"	"2017"	"2017"	"January"	"1"	796
	"Alaska"	"02"	"2017"	"2017"	"February"	"2"	783
	"Alaska"	"02"	"2017"	"2017"	"March"	"3"	906
	"Alaska"	"02"	"2017"	"2017"	"April"	"4"	867
	"Alaska"	"02"	"2017"	"2017"	"May"	"5"	895
	"Alaska"	"02"	"2017"	"2017"	"June"	"6"	896
	"Alaska"	"02"	"2017"	"2017"	"July"	"7"	911
	"Alaska"	"02"	"2017"	"2017"	"August"	"8"	929
	"Alaska"	"02"	"2017"	"2017"	"September"	"9"	934
	"Alaska"	"02"	"2017"	"2017"	"October"	"10"	864
	"Alaska"	"02"	"2017"	"2017"	"November"	"11"	806
	"Alaska"	"02"	"2017"	"2017"	"December"	"12"	858
	"Alaska"	"02"	"2018"	"2018"	"January"	"1"	819
	"Alaska"	"02"	"2018"	"2018"	"February"	"2"	769
	"Alaska"	"02"	"2018"	"2018"	"March"	"3"	895
	"Alaska"	"02"	"2018"	"2018"	"April"	"4"	841
	"Alaska"	"02"	"2018"	"2018"	"May"	"5"	875
	"Alaska"	"02"	"2018"	"2018"	"June"	"6"	874
	"Alaska"	"02"	"2018"	"2018"	"July"	"7"	814
	"Alaska"	"02"	"2018"	"2018"	"August"	"8"	934
	"Alaska"	"02"	"2018"	"2018"	"September"	"9"	798
	"Alaska"	"02"	"2018"	"2018"	"October"	"10"	875
	"Alaska"	"02"	"2018"	"2018"	"November"	"11"	778
	"Alaska"	"02"	"2018"	"2018"	"December"	"12"	814
	"Alaska"	"02"	"2019"	"2019"	"January"	"1"	774
	"Alaska"	"02"	"2019"	"2019"	"February"	"2"	757
	"Alaska"	"02"	"2019"	"2019"	"March"	"3"	879
	"Alaska"	"02"	"2019"	"2019"	"April"	"4"	836
	"Alaska"	"02"	"2019"	"2019"	"May"	"5"	826
	"Alaska"	"02"	"2019"	"2019"	"June"	"6"	809
	"Alaska"	"02"	"2019"	"2019"	"July"	"7"	919
	"Alaska"	"02"	"2019"	"2019"	"August"	"8"	851
	"Alaska"	"02"	"2019"	"2019"	"September"	"9"	873
	"Alaska"	"02"	"2019"	"2019"	"October"	"10"	803
	"Alaska"	"02"	"2019"	"2019"	"November"	"11"	710
	"Alaska"	"02"	"2019"	"2019"	"December"	"12"	785
	"Alaska"	"02"	"2020"	"2020"	"January"	"1"	818
	"Alaska"	"02"	"2020"	"2020"	"February"	"2"	717
	"Alaska"	"02"	"2020"	"2020"	"March"	"3"	777
	"Alaska"	"02"	"2020"	"2020"	"April"	"4"	758
	"Alaska"	"02"	"2020"	"2020"	"May"	"5"	832
	"Alaska"	"02"	"2020"	"2020"	"June"	"6"	810
	"Alaska"	"02"	"2020"	"2020"	"July"	"7"	777
	"Alaska"	"02"	"2020"	"2020"	"August"	"8"	782
	"Alaska"	"02"	"2020"	"2020"	"September"	"9"	820
	"Alaska"	"02"	"2020"	"2020"	"October"	"10"	805
	"Alaska"	"02"	"2020"	"2020"	"November"	"11"	768
	"Alaska"	"02"	"2020"	"2020"	"December"	"12"	805
	"Alaska"	"02"	"2021"	"2021"	"January"	"1"	746
	"Alaska"	"02"	"2021"	"2021"	"February"	"2"	662
	"Alaska"	"02"	"2021"	"2021"	"March"	"3"	800
	"Alaska"	"02"	"2021"	"2021"	"April"	"4"	815
	"Alaska"	"02"	"2021"	"2021"	"May"	"5"	860
	"Alaska"	"02"	"2021"	"2021"	"June"	"6"	809
	"Alaska"	"02"	"2021"	"2021"	"July"	"7"	861
	"Alaska"	"02"	"2021"	"2021"	"August"	"8"	820
	"Alaska"	"02"	"2021"	"2021"	"September"	"9"	831
	"Alaska"	"02"	"2021"	"2021"	"October"	"10"	739
	"Alaska"	"02"	"2021"	"2021"	"November"	"11"	704
	"Alaska"	"02"	"2021"	"2021"	"December"	"12"	720
	"Alaska"	"02"	"2022"	"2022"	"January"	"1"	734
	"Alaska"	"02"	"2022"	"2022"	"February"	"2"	720
	"Alaska"	"02"	"2022"	"2022"	"March"	"3"	833
	"Alaska"	"02"	"2022"	"2022"	"April"	"4"	779
	"Alaska"	"02"	"2022"	"2022"	"May"	"5"	798
	"Alaska"	"02"	"2022"	"2022"	"June"	"6"	816
	"Alaska"	"02"	"2022"	"2022"	"July"	"7"	812
	"Alaska"	"02"	"2022"	"2022"	"August"	"8"	826
	"Alaska"	"02"	"2022"	"2022"	"September"	"9"	797
	"Alaska"	"02"	"2022"	"2022"	"October"	"10"	766
	"Alaska"	"02"	"2022"	"2022"	"November"	"11"	725
	"Alaska"	"02"	"2022"	"2022"	"December"	"12"	753
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	7073
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	6749
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	6851
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	6570
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	6730
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	6766
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	7059
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	7726
	"Arizona"	"04"	"2016"	"2016"	"September"	"9"	7691
	"Arizona"	"04"	"2016"	"2016"	"October"	"10"	7192
	"Arizona"	"04"	"2016"	"2016"	"November"	"11"	6897
	"Arizona"	"04"	"2016"	"2016"	"December"	"12"	7216
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	6958
	"Arizona"	"04"	"2017"	"2017"	"February"	"2"	6168
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	6797
	"Arizona"	"04"	"2017"	"2017"	"April"	"4"	6308
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	6523
	"Arizona"	"04"	"2017"	"2017"	"June"	"6"	6625
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	6980
	"Arizona"	"04"	"2017"	"2017"	"August"	"8"	7425
	"Arizona"	"04"	"2017"	"2017"	"September"	"9"	7219
	"Arizona"	"04"	"2017"	"2017"	"October"	"10"	7319
	"Arizona"	"04"	"2017"	"2017"	"November"	"11"	6798
	"Arizona"	"04"	"2017"	"2017"	"December"	"12"	6752
	"Arizona"	"04"	"2018"	"2018"	"January"	"1"	6743
	"Arizona"	"04"	"2018"	"2018"	"February"	"2"	6195
	"Arizona"	"04"	"2018"	"2018"	"March"	"3"	6636
	"Arizona"	"04"	"2018"	"2018"	"April"	"4"	6152
	"Arizona"	"04"	"2018"	"2018"	"May"	"5"	6419
	"Arizona"	"04"	"2018"	"2018"	"June"	"6"	6496
	"Arizona"	"04"	"2018"	"2018"	"July"	"7"	6852
	"Arizona"	"04"	"2018"	"2018"	"August"	"8"	7314
	"Arizona"	"04"	"2018"	"2018"	"September"	"9"	7117
	"Arizona"	"04"	"2018"	"2018"	"October"	"10"	7150
	"Arizona"	"04"	"2018"	"2018"	"November"	"11"	6814
	"Arizona"	"04"	"2018"	"2018"	"December"	"12"	6835
	"Arizona"	"04"	"2019"	"2019"	"January"	"1"	6838
	"Arizona"	"04"	"2019"	"2019"	"February"	"2"	6089
	"Arizona"	"04"	"2019"	"2019"	"March"	"3"	6681
	"Arizona"	"04"	"2019"	"2019"	"April"	"4"	6106
	"Arizona"	"04"	"2019"	"2019"	"May"	"5"	6283
	"Arizona"	"04"	"2019"	"2019"	"June"	"6"	6171
	"Arizona"	"04"	"2019"	"2019"	"July"	"7"	6966
	"Arizona"	"04"	"2019"	"2019"	"August"	"8"	7204
	"Arizona"	"04"	"2019"	"2019"	"September"	"9"	6867
	"Arizona"	"04"	"2019"	"2019"	"October"	"10"	6885
	"Arizona"	"04"	"2019"	"2019"	"November"	"11"	6576
	"Arizona"	"04"	"2019"	"2019"	"December"	"12"	6709
	"Arizona"	"04"	"2020"	"2020"	"January"	"1"	6703
	"Arizona"	"04"	"2020"	"2020"	"February"	"2"	6274
	"Arizona"	"04"	"2020"	"2020"	"March"	"3"	6374
	"Arizona"	"04"	"2020"	"2020"	"April"	"4"	5970
	"Arizona"	"04"	"2020"	"2020"	"May"	"5"	6036
	"Arizona"	"04"	"2020"	"2020"	"June"	"6"	6084
	"Arizona"	"04"	"2020"	"2020"	"July"	"7"	6772
	"Arizona"	"04"	"2020"	"2020"	"August"	"8"	6700
	"Arizona"	"04"	"2020"	"2020"	"September"	"9"	6741
	"Arizona"	"04"	"2020"	"2020"	"October"	"10"	6646
	"Arizona"	"04"	"2020"	"2020"	"November"	"11"	6202
	"Arizona"	"04"	"2020"	"2020"	"December"	"12"	6445
	"Arizona"	"04"	"2021"	"2021"	"January"	"1"	6173
	"Arizona"	"04"	"2021"	"2021"	"February"	"2"	5616
	"Arizona"	"04"	"2021"	"2021"	"March"	"3"	6011
	"Arizona"	"04"	"2021"	"2021"	"April"	"4"	6030
	"Arizona"	"04"	"2021"	"2021"	"May"	"5"	6060
	"Arizona"	"04"	"2021"	"2021"	"June"	"6"	6223
	"Arizona"	"04"	"2021"	"2021"	"July"	"7"	6908
	"Arizona"	"04"	"2021"	"2021"	"August"	"8"	7112
	"Arizona"	"04"	"2021"	"2021"	"September"	"9"	7099
	"Arizona"	"04"	"2021"	"2021"	"October"	"10"	7054
	"Arizona"	"04"	"2021"	"2021"	"November"	"11"	6681
	"Arizona"	"04"	"2021"	"2021"	"December"	"12"	6949
	"Arizona"	"04"	"2022"	"2022"	"January"	"1"	6575
	"Arizona"	"04"	"2022"	"2022"	"February"	"2"	6007
	"Arizona"	"04"	"2022"	"2022"	"March"	"3"	6484
	"Arizona"	"04"	"2022"	"2022"	"April"	"4"	5957
	"Arizona"	"04"	"2022"	"2022"	"May"	"5"	6005
	"Arizona"	"04"	"2022"	"2022"	"June"	"6"	6268
	"Arizona"	"04"	"2022"	"2022"	"July"	"7"	6740
	"Arizona"	"04"	"2022"	"2022"	"August"	"8"	7114
	"Arizona"	"04"	"2022"	"2022"	"September"	"9"	6847
	"Arizona"	"04"	"2022"	"2022"	"October"	"10"	6660
	"Arizona"	"04"	"2022"	"2022"	"November"	"11"	6841
	"Arizona"	"04"	"2022"	"2022"	"December"	"12"	7049
	"Arkansas"	"05"	"2016"	"2016"	"January"	"1"	3068
	"Arkansas"	"05"	"2016"	"2016"	"February"	"2"	2997
	"Arkansas"	"05"	"2016"	"2016"	"March"	"3"	3200
	"Arkansas"	"05"	"2016"	"2016"	"April"	"4"	2951
	"Arkansas"	"05"	"2016"	"2016"	"May"	"5"	3033
	"Arkansas"	"05"	"2016"	"2016"	"June"	"6"	3237
	"Arkansas"	"05"	"2016"	"2016"	"July"	"7"	3414
	"Arkansas"	"05"	"2016"	"2016"	"August"	"8"	3532
	"Arkansas"	"05"	"2016"	"2016"	"September"	"9"	3358
	"Arkansas"	"05"	"2016"	"2016"	"October"	"10"	3119
	"Arkansas"	"05"	"2016"	"2016"	"November"	"11"	3140
	"Arkansas"	"05"	"2016"	"2016"	"December"	"12"	3225
	"Arkansas"	"05"	"2017"	"2017"	"January"	"1"	3158
	"Arkansas"	"05"	"2017"	"2017"	"February"	"2"	2792
	"Arkansas"	"05"	"2017"	"2017"	"March"	"3"	3053
	"Arkansas"	"05"	"2017"	"2017"	"April"	"4"	2783
	"Arkansas"	"05"	"2017"	"2017"	"May"	"5"	3027
	"Arkansas"	"05"	"2017"	"2017"	"June"	"6"	3087
	"Arkansas"	"05"	"2017"	"2017"	"July"	"7"	3323
	"Arkansas"	"05"	"2017"	"2017"	"August"	"8"	3614
	"Arkansas"	"05"	"2017"	"2017"	"September"	"9"	3285
	"Arkansas"	"05"	"2017"	"2017"	"October"	"10"	3124
	"Arkansas"	"05"	"2017"	"2017"	"November"	"11"	3170
	"Arkansas"	"05"	"2017"	"2017"	"December"	"12"	3104
	"Arkansas"	"05"	"2018"	"2018"	"January"	"1"	3110
	"Arkansas"	"05"	"2018"	"2018"	"February"	"2"	2803
	"Arkansas"	"05"	"2018"	"2018"	"March"	"3"	3047
	"Arkansas"	"05"	"2018"	"2018"	"April"	"4"	2830
	"Arkansas"	"05"	"2018"	"2018"	"May"	"5"	3172
	"Arkansas"	"05"	"2018"	"2018"	"June"	"6"	3003
	"Arkansas"	"05"	"2018"	"2018"	"July"	"7"	3246
	"Arkansas"	"05"	"2018"	"2018"	"August"	"8"	3400
	"Arkansas"	"05"	"2018"	"2018"	"September"	"9"	3101
	"Arkansas"	"05"	"2018"	"2018"	"October"	"10"	3248
	"Arkansas"	"05"	"2018"	"2018"	"November"	"11"	2958
	"Arkansas"	"05"	"2018"	"2018"	"December"	"12"	3100
	"Arkansas"	"05"	"2019"	"2019"	"January"	"1"	3119
	"Arkansas"	"05"	"2019"	"2019"	"February"	"2"	2665
	"Arkansas"	"05"	"2019"	"2019"	"March"	"3"	2852
	"Arkansas"	"05"	"2019"	"2019"	"April"	"4"	2899
	"Arkansas"	"05"	"2019"	"2019"	"May"	"5"	3023
	"Arkansas"	"05"	"2019"	"2019"	"June"	"6"	2881
	"Arkansas"	"05"	"2019"	"2019"	"July"	"7"	3259
	"Arkansas"	"05"	"2019"	"2019"	"August"	"8"	3246
	"Arkansas"	"05"	"2019"	"2019"	"September"	"9"	3232
	"Arkansas"	"05"	"2019"	"2019"	"October"	"10"	3310
	"Arkansas"	"05"	"2019"	"2019"	"November"	"11"	2909
	"Arkansas"	"05"	"2019"	"2019"	"December"	"12"	3169
	"Arkansas"	"05"	"2020"	"2020"	"January"	"1"	2956
	"Arkansas"	"05"	"2020"	"2020"	"February"	"2"	2760
	"Arkansas"	"05"	"2020"	"2020"	"March"	"3"	2950
	"Arkansas"	"05"	"2020"	"2020"	"April"	"4"	2855
	"Arkansas"	"05"	"2020"	"2020"	"May"	"5"	2820
	"Arkansas"	"05"	"2020"	"2020"	"June"	"6"	2853
	"Arkansas"	"05"	"2020"	"2020"	"July"	"7"	3115
	"Arkansas"	"05"	"2020"	"2020"	"August"	"8"	3126
	"Arkansas"	"05"	"2020"	"2020"	"September"	"9"	3099
	"Arkansas"	"05"	"2020"	"2020"	"October"	"10"	3020
	"Arkansas"	"05"	"2020"	"2020"	"November"	"11"	2740
	"Arkansas"	"05"	"2020"	"2020"	"December"	"12"	2957
	"Arkansas"	"05"	"2021"	"2021"	"January"	"1"	2833
	"Arkansas"	"05"	"2021"	"2021"	"February"	"2"	2623
	"Arkansas"	"05"	"2021"	"2021"	"March"	"3"	3005
	"Arkansas"	"05"	"2021"	"2021"	"April"	"4"	2679
	"Arkansas"	"05"	"2021"	"2021"	"May"	"5"	2759
	"Arkansas"	"05"	"2021"	"2021"	"June"	"6"	3018
	"Arkansas"	"05"	"2021"	"2021"	"July"	"7"	3181
	"Arkansas"	"05"	"2021"	"2021"	"August"	"8"	3357
	"Arkansas"	"05"	"2021"	"2021"	"September"	"9"	3264
	"Arkansas"	"05"	"2021"	"2021"	"October"	"10"	3110
	"Arkansas"	"05"	"2021"	"2021"	"November"	"11"	2960
	"Arkansas"	"05"	"2021"	"2021"	"December"	"12"	3176
	"Arkansas"	"05"	"2022"	"2022"	"January"	"1"	2822
	"Arkansas"	"05"	"2022"	"2022"	"February"	"2"	2775
	"Arkansas"	"05"	"2022"	"2022"	"March"	"3"	2995
	"Arkansas"	"05"	"2022"	"2022"	"April"	"4"	2722
	"Arkansas"	"05"	"2022"	"2022"	"May"	"5"	2805
	"Arkansas"	"05"	"2022"	"2022"	"June"	"6"	2995
	"Arkansas"	"05"	"2022"	"2022"	"July"	"7"	3032
	"Arkansas"	"05"	"2022"	"2022"	"August"	"8"	3250
	"Arkansas"	"05"	"2022"	"2022"	"September"	"9"	3073
	"Arkansas"	"05"	"2022"	"2022"	"October"	"10"	2869
	"Arkansas"	"05"	"2022"	"2022"	"November"	"11"	2964
	"Arkansas"	"05"	"2022"	"2022"	"December"	"12"	3169
	"California"	"06"	"2016"	"2016"	"January"	"1"	39350
	"California"	"06"	"2016"	"2016"	"February"	"2"	37794
	"California"	"06"	"2016"	"2016"	"March"	"3"	40874
	"California"	"06"	"2016"	"2016"	"April"	"4"	38624
	"California"	"06"	"2016"	"2016"	"May"	"5"	39564
	"California"	"06"	"2016"	"2016"	"June"	"6"	39774
	"California"	"06"	"2016"	"2016"	"July"	"7"	41059
	"California"	"06"	"2016"	"2016"	"August"	"8"	45033
	"California"	"06"	"2016"	"2016"	"September"	"9"	44222
	"California"	"06"	"2016"	"2016"	"October"	"10"	42247
	"California"	"06"	"2016"	"2016"	"November"	"11"	39932
	"California"	"06"	"2016"	"2016"	"December"	"12"	40354
	"California"	"06"	"2017"	"2017"	"January"	"1"	39362
	"California"	"06"	"2017"	"2017"	"February"	"2"	36002
	"California"	"06"	"2017"	"2017"	"March"	"3"	39133
	"California"	"06"	"2017"	"2017"	"April"	"4"	36974
	"California"	"06"	"2017"	"2017"	"May"	"5"	39400
	"California"	"06"	"2017"	"2017"	"June"	"6"	38955
	"California"	"06"	"2017"	"2017"	"July"	"7"	40475
	"California"	"06"	"2017"	"2017"	"August"	"8"	42231
	"California"	"06"	"2017"	"2017"	"September"	"9"	41475
	"California"	"06"	"2017"	"2017"	"October"	"10"	40410
	"California"	"06"	"2017"	"2017"	"November"	"11"	38814
	"California"	"06"	"2017"	"2017"	"December"	"12"	38427
	"California"	"06"	"2018"	"2018"	"January"	"1"	38186
	"California"	"06"	"2018"	"2018"	"February"	"2"	34467
	"California"	"06"	"2018"	"2018"	"March"	"3"	37811
	"California"	"06"	"2018"	"2018"	"April"	"4"	35583
	"California"	"06"	"2018"	"2018"	"May"	"5"	37390
	"California"	"06"	"2018"	"2018"	"June"	"6"	36700
	"California"	"06"	"2018"	"2018"	"July"	"7"	39606
	"California"	"06"	"2018"	"2018"	"August"	"8"	41105
	"California"	"06"	"2018"	"2018"	"September"	"9"	39081
	"California"	"06"	"2018"	"2018"	"October"	"10"	39295
	"California"	"06"	"2018"	"2018"	"November"	"11"	38107
	"California"	"06"	"2018"	"2018"	"December"	"12"	37589
	"California"	"06"	"2019"	"2019"	"January"	"1"	37372
	"California"	"06"	"2019"	"2019"	"February"	"2"	33928
	"California"	"06"	"2019"	"2019"	"March"	"3"	37129
	"California"	"06"	"2019"	"2019"	"April"	"4"	35041
	"California"	"06"	"2019"	"2019"	"May"	"5"	37358
	"California"	"06"	"2019"	"2019"	"June"	"6"	35628
	"California"	"06"	"2019"	"2019"	"July"	"7"	39249
	"California"	"06"	"2019"	"2019"	"August"	"8"	40243
	"California"	"06"	"2019"	"2019"	"September"	"9"	38677
	"California"	"06"	"2019"	"2019"	"October"	"10"	39311
	"California"	"06"	"2019"	"2019"	"November"	"11"	36029
	"California"	"06"	"2019"	"2019"	"December"	"12"	36514
	"California"	"06"	"2020"	"2020"	"January"	"1"	35954
	"California"	"06"	"2020"	"2020"	"February"	"2"	33196
	"California"	"06"	"2020"	"2020"	"March"	"3"	34920
	"California"	"06"	"2020"	"2020"	"April"	"4"	33748
	"California"	"06"	"2020"	"2020"	"May"	"5"	34908
	"California"	"06"	"2020"	"2020"	"June"	"6"	34437
	"California"	"06"	"2020"	"2020"	"July"	"7"	37190
	"California"	"06"	"2020"	"2020"	"August"	"8"	37185
	"California"	"06"	"2020"	"2020"	"September"	"9"	36387
	"California"	"06"	"2020"	"2020"	"October"	"10"	35932
	"California"	"06"	"2020"	"2020"	"November"	"11"	33342
	"California"	"06"	"2020"	"2020"	"December"	"12"	33060
	"California"	"06"	"2021"	"2021"	"January"	"1"	31919
	"California"	"06"	"2021"	"2021"	"February"	"2"	30054
	"California"	"06"	"2021"	"2021"	"March"	"3"	34599
	"California"	"06"	"2021"	"2021"	"April"	"4"	33443
	"California"	"06"	"2021"	"2021"	"May"	"5"	34330
	"California"	"06"	"2021"	"2021"	"June"	"6"	34913
	"California"	"06"	"2021"	"2021"	"July"	"7"	36434
	"California"	"06"	"2021"	"2021"	"August"	"8"	38341
	"California"	"06"	"2021"	"2021"	"September"	"9"	37438
	"California"	"06"	"2021"	"2021"	"October"	"10"	37057
	"California"	"06"	"2021"	"2021"	"November"	"11"	35439
	"California"	"06"	"2021"	"2021"	"December"	"12"	36641
	"California"	"06"	"2022"	"2022"	"January"	"1"	34502
	"California"	"06"	"2022"	"2022"	"February"	"2"	31954
	"California"	"06"	"2022"	"2022"	"March"	"3"	35395
	"California"	"06"	"2022"	"2022"	"April"	"4"	32572
	"California"	"06"	"2022"	"2022"	"May"	"5"	34022
	"California"	"06"	"2022"	"2022"	"June"	"6"	34190
	"California"	"06"	"2022"	"2022"	"July"	"7"	36632
	"California"	"06"	"2022"	"2022"	"August"	"8"	37863
	"California"	"06"	"2022"	"2022"	"September"	"9"	35919
	"California"	"06"	"2022"	"2022"	"October"	"10"	35393
	"California"	"06"	"2022"	"2022"	"November"	"11"	35121
	"California"	"06"	"2022"	"2022"	"December"	"12"	35541
	"Colorado"	"08"	"2016"	"2016"	"January"	"1"	5336
	"Colorado"	"08"	"2016"	"2016"	"February"	"2"	4979
	"Colorado"	"08"	"2016"	"2016"	"March"	"3"	5559
	"Colorado"	"08"	"2016"	"2016"	"April"	"4"	5464
	"Colorado"	"08"	"2016"	"2016"	"May"	"5"	5678
	"Colorado"	"08"	"2016"	"2016"	"June"	"6"	5744
	"Colorado"	"08"	"2016"	"2016"	"July"	"7"	5813
	"Colorado"	"08"	"2016"	"2016"	"August"	"8"	6047
	"Colorado"	"08"	"2016"	"2016"	"September"	"9"	5878
	"Colorado"	"08"	"2016"	"2016"	"October"	"10"	5524
