"Notes"	"State of Residence"	"State of Residence Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"New Hampshire"	"33"	"2024"	"2024"	"January"	"1"	935
	"New Hampshire"	"33"	"2024"	"2024"	"February"	"2"	965
	"New Jersey"	"34"	"2023"	"2023"	"January"	"1"	8251
	"New Jersey"	"34"	"2023"	"2023"	"February"	"2"	7684
	"New Jersey"	"34"	"2023"	"2023"	"March"	"3"	8363
	"New Jersey"	"34"	"2023"	"2023"	"April"	"4"	7726
	"New Jersey"	"34"	"2023"	"2023"	"May"	"5"	8586
	"New Jersey"	"34"	"2023"	"2023"	"June"	"6"	8658
	"New Jersey"	"34"	"2023"	"2023"	"July"	"7"	8916
	"New Jersey"	"34"	"2023"	"2023"	"August"	"8"	8956
	"New Jersey"	"34"	"2023"	"2023"	"September"	"9"	8617
	"New Jersey"	"34"	"2023"	"2023"	"October"	"10"	8662
	"New Jersey"	"34"	"2023"	"2023"	"November"	"11"	8172
	"New Jersey"	"34"	"2023"	"2023"	"December"	"12"	8412
	"New Jersey"	"34"	"2024"	"2024"	"January"	"1"	8325
	"New Jersey"	"34"	"2024"	"2024"	"February"	"2"	7860
	"New Mexico"	"35"	"2023"	"2023"	"January"	"1"	1739
	"New Mexico"	"35"	"2023"	"2023"	"February"	"2"	1602
	"New Mexico"	"35"	"2023"	"2023"	"March"	"3"	1811
	"New Mexico"	"35"	"2023"	"2023"	"April"	"4"	1599
	"New Mexico"	"35"	"2023"	"2023"	"May"	"5"	1773
	"New Mexico"	"35"	"2023"	"2023"	"June"	"6"	1757
	"New Mexico"	"35"	"2023"	"2023"	"July"	"7"	1864
	"New Mexico"	"35"	"2023"	"2023"	"August"	"8"	1895
	"New Mexico"	"35"	"2023"	"2023"	"September"	"9"	1734
	"New Mexico"	"35"	"2023"	"2023"	"October"	"10"	1701
	"New Mexico"	"35"	"2023"	"2023"	"November"	"11"	1715
	"New Mexico"	"35"	"2023"	"2023"	"December"	"12"	1752
	"New Mexico"	"35"	"2024"	"2024"	"January"	"1"	1748
	"New Mexico"	"35"	"2024"	"2024"	"February"	"2"	1482
	"New York"	"36"	"2023"	"2023"	"January"	"1"	16598
	"New York"	"36"	"2023"	"2023"	"February"	"2"	14811
	"New York"	"36"	"2023"	"2023"	"March"	"3"	17026
	"New York"	"36"	"2023"	"2023"	"April"	"4"	16008
	"New York"	"36"	"2023"	"2023"	"May"	"5"	17388
	"New York"	"36"	"2023"	"2023"	"June"	"6"	17446
	"New York"	"36"	"2023"	"2023"	"July"	"7"	17803
	"New York"	"36"	"2023"	"2023"	"August"	"8"	17978
	"New York"	"36"	"2023"	"2023"	"September"	"9"	17169
	"New York"	"36"	"2023"	"2023"	"October"	"10"	17605
	"New York"	"36"	"2023"	"2023"	"November"	"11"	17114
	"New York"	"36"	"2023"	"2023"	"December"	"12"	16613
	"New York"	"36"	"2024"	"2024"	"January"	"1"	16830
	"New York"	"36"	"2024"	"2024"	"February"	"2"	15795
	"North Carolina"	"37"	"2023"	"2023"	"January"	"1"	10162
	"North Carolina"	"37"	"2023"	"2023"	"February"	"2"	9015
	"North Carolina"	"37"	"2023"	"2023"	"March"	"3"	9801
	"North Carolina"	"37"	"2023"	"2023"	"April"	"4"	9243
	"North Carolina"	"37"	"2023"	"2023"	"May"	"5"	9980
	"North Carolina"	"37"	"2023"	"2023"	"June"	"6"	9969
	"North Carolina"	"37"	"2023"	"2023"	"July"	"7"	10495
	"North Carolina"	"37"	"2023"	"2023"	"August"	"8"	10760
	"North Carolina"	"37"	"2023"	"2023"	"September"	"9"	10245
	"North Carolina"	"37"	"2023"	"2023"	"October"	"10"	10253
	"North Carolina"	"37"	"2023"	"2023"	"November"	"11"	9995
	"North Carolina"	"37"	"2023"	"2023"	"December"	"12"	10026
	"North Carolina"	"37"	"2024"	"2024"	"January"	"1"	10061
	"North Carolina"	"37"	"2024"	"2024"	"February"	"2"	9280
	"North Dakota"	"38"	"2023"	"2023"	"January"	"1"	800
	"North Dakota"	"38"	"2023"	"2023"	"February"	"2"	725
	"North Dakota"	"38"	"2023"	"2023"	"March"	"3"	816
	"North Dakota"	"38"	"2023"	"2023"	"April"	"4"	826
	"North Dakota"	"38"	"2023"	"2023"	"May"	"5"	858
	"North Dakota"	"38"	"2023"	"2023"	"June"	"6"	820
	"North Dakota"	"38"	"2023"	"2023"	"July"	"7"	839
	"North Dakota"	"38"	"2023"	"2023"	"August"	"8"	832
	"North Dakota"	"38"	"2023"	"2023"	"September"	"9"	764
	"North Dakota"	"38"	"2023"	"2023"	"October"	"10"	795
	"North Dakota"	"38"	"2023"	"2023"	"November"	"11"	797
	"North Dakota"	"38"	"2023"	"2023"	"December"	"12"	774
	"North Dakota"	"38"	"2024"	"2024"	"January"	"1"	783
	"North Dakota"	"38"	"2024"	"2024"	"February"	"2"	738
	"Ohio"	"39"	"2023"	"2023"	"January"	"1"	10651
	"Ohio"	"39"	"2023"	"2023"	"February"	"2"	9669
	"Ohio"	"39"	"2023"	"2023"	"March"	"3"	10896
	"Ohio"	"39"	"2023"	"2023"	"April"	"4"	10120
	"Ohio"	"39"	"2023"	"2023"	"May"	"5"	10551
	"Ohio"	"39"	"2023"	"2023"	"June"	"6"	10805
	"Ohio"	"39"	"2023"	"2023"	"July"	"7"	11189
	"Ohio"	"39"	"2023"	"2023"	"August"	"8"	11112
	"Ohio"	"39"	"2023"	"2023"	"September"	"9"	10782
	"Ohio"	"39"	"2023"	"2023"	"October"	"10"	10770
	"Ohio"	"39"	"2023"	"2023"	"November"	"11"	10102
	"Ohio"	"39"	"2023"	"2023"	"December"	"12"	10249
	"Ohio"	"39"	"2024"	"2024"	"January"	"1"	10179
	"Ohio"	"39"	"2024"	"2024"	"February"	"2"	9741
	"Oklahoma"	"40"	"2023"	"2023"	"January"	"1"	4066
	"Oklahoma"	"40"	"2023"	"2023"	"February"	"2"	3636
	"Oklahoma"	"40"	"2023"	"2023"	"March"	"3"	3965
	"Oklahoma"	"40"	"2023"	"2023"	"April"	"4"	3665
	"Oklahoma"	"40"	"2023"	"2023"	"May"	"5"	4003
	"Oklahoma"	"40"	"2023"	"2023"	"June"	"6"	4052
	"Oklahoma"	"40"	"2023"	"2023"	"July"	"7"	4187
	"Oklahoma"	"40"	"2023"	"2023"	"August"	"8"	4184
	"Oklahoma"	"40"	"2023"	"2023"	"September"	"9"	3951
	"Oklahoma"	"40"	"2023"	"2023"	"October"	"10"	4118
	"Oklahoma"	"40"	"2023"	"2023"	"November"	"11"	3988
	"Oklahoma"	"40"	"2023"	"2023"	"December"	"12"	4090
	"Oklahoma"	"40"	"2024"	"2024"	"January"	"1"	3907
	"Oklahoma"	"40"	"2024"	"2024"	"February"	"2"	3690
	"Oregon"	"41"	"2023"	"2023"	"January"	"1"	3084
	"Oregon"	"41"	"2023"	"2023"	"February"	"2"	2776
	"Oregon"	"41"	"2023"	"2023"	"March"	"3"	3140
	"Oregon"	"41"	"2023"	"2023"	"April"	"4"	3077
	"Oregon"	"41"	"2023"	"2023"	"May"	"5"	3295
	"Oregon"	"41"	"2023"	"2023"	"June"	"6"	3250
	"Oregon"	"41"	"2023"	"2023"	"July"	"7"	3395
	"Oregon"	"41"	"2023"	"2023"	"August"	"8"	3370
	"Oregon"	"41"	"2023"	"2023"	"September"	"9"	3173
	"Oregon"	"41"	"2023"	"2023"	"October"	"10"	3349
	"Oregon"	"41"	"2023"	"2023"	"November"	"11"	3194
	"Oregon"	"41"	"2023"	"2023"	"December"	"12"	3178
	"Oregon"	"41"	"2024"	"2024"	"January"	"1"	3119
	"Oregon"	"41"	"2024"	"2024"	"February"	"2"	2882
	"Pennsylvania"	"42"	"2023"	"2023"	"January"	"1"	10379
	"Pennsylvania"	"42"	"2023"	"2023"	"February"	"2"	9619
	"Pennsylvania"	"42"	"2023"	"2023"	"March"	"3"	10822
	"Pennsylvania"	"42"	"2023"	"2023"	"April"	"4"	9907
	"Pennsylvania"	"42"	"2023"	"2023"	"May"	"5"	10621
	"Pennsylvania"	"42"	"2023"	"2023"	"June"	"6"	10808
	"Pennsylvania"	"42"	"2023"	"2023"	"July"	"7"	11035
	"Pennsylvania"	"42"	"2023"	"2023"	"August"	"8"	11360
	"Pennsylvania"	"42"	"2023"	"2023"	"September"	"9"	10812
	"Pennsylvania"	"42"	"2023"	"2023"	"October"	"10"	10908
	"Pennsylvania"	"42"	"2023"	"2023"	"November"	"11"	10237
	"Pennsylvania"	"42"	"2023"	"2023"	"December"	"12"	10421
	"Pennsylvania"	"42"	"2024"	"2024"	"January"	"1"	10587
	"Pennsylvania"	"42"	"2024"	"2024"	"February"	"2"	9539
	"Rhode Island"	"44"	"2023"	"2023"	"January"	"1"	812
	"Rhode Island"	"44"	"2023"	"2023"	"February"	"2"	675
	"Rhode Island"	"44"	"2023"	"2023"	"March"	"3"	796
	"Rhode Island"	"44"	"2023"	"2023"	"April"	"4"	780
	"Rhode Island"	"44"	"2023"	"2023"	"May"	"5"	837
	"Rhode Island"	"44"	"2023"	"2023"	"June"	"6"	900
	"Rhode Island"	"44"	"2023"	"2023"	"July"	"7"	854
	"Rhode Island"	"44"	"2023"	"2023"	"August"	"8"	910
	"Rhode Island"	"44"	"2023"	"2023"	"September"	"9"	784
	"Rhode Island"	"44"	"2023"	"2023"	"October"	"10"	845
	"Rhode Island"	"44"	"2023"	"2023"	"November"	"11"	838
	"Rhode Island"	"44"	"2023"	"2023"	"December"	"12"	774
	"Rhode Island"	"44"	"2024"	"2024"	"January"	"1"	808
	"Rhode Island"	"44"	"2024"	"2024"	"February"	"2"	716
	"South Carolina"	"45"	"2023"	"2023"	"January"	"1"	4857
	"South Carolina"	"45"	"2023"	"2023"	"February"	"2"	4256
	"South Carolina"	"45"	"2023"	"2023"	"March"	"3"	4821
	"South Carolina"	"45"	"2023"	"2023"	"April"	"4"	4372
	"South Carolina"	"45"	"2023"	"2023"	"May"	"5"	4730
	"South Carolina"	"45"	"2023"	"2023"	"June"	"6"	4972
	"South Carolina"	"45"	"2023"	"2023"	"July"	"7"	4802
	"South Carolina"	"45"	"2023"	"2023"	"August"	"8"	5180
	"South Carolina"	"45"	"2023"	"2023"	"September"	"9"	5068
	"South Carolina"	"45"	"2023"	"2023"	"October"	"10"	4956
	"South Carolina"	"45"	"2023"	"2023"	"November"	"11"	4896
	"South Carolina"	"45"	"2023"	"2023"	"December"	"12"	4801
	"South Carolina"	"45"	"2024"	"2024"	"January"	"1"	4866
	"South Carolina"	"45"	"2024"	"2024"	"February"	"2"	4480
	"South Dakota"	"46"	"2023"	"2023"	"January"	"1"	916
	"South Dakota"	"46"	"2023"	"2023"	"February"	"2"	821
	"South Dakota"	"46"	"2023"	"2023"	"March"	"3"	921
	"South Dakota"	"46"	"2023"	"2023"	"April"	"4"	912
	"South Dakota"	"46"	"2023"	"2023"	"May"	"5"	1061
	"South Dakota"	"46"	"2023"	"2023"	"June"	"6"	928
	"South Dakota"	"46"	"2023"	"2023"	"July"	"7"	989
	"South Dakota"	"46"	"2023"	"2023"	"August"	"8"	1006
	"South Dakota"	"46"	"2023"	"2023"	"September"	"9"	916
	"South Dakota"	"46"	"2023"	"2023"	"October"	"10"	930
	"South Dakota"	"46"	"2023"	"2023"	"November"	"11"	911
	"South Dakota"	"46"	"2023"	"2023"	"December"	"12"	889
	"South Dakota"	"46"	"2024"	"2024"	"January"	"1"	955
	"South Dakota"	"46"	"2024"	"2024"	"February"	"2"	859
	"Tennessee"	"47"	"2023"	"2023"	"January"	"1"	6959
	"Tennessee"	"47"	"2023"	"2023"	"February"	"2"	6341
	"Tennessee"	"47"	"2023"	"2023"	"March"	"3"	6865
	"Tennessee"	"47"	"2023"	"2023"	"April"	"4"	6331
	"Tennessee"	"47"	"2023"	"2023"	"May"	"5"	6821
	"Tennessee"	"47"	"2023"	"2023"	"June"	"6"	6990
	"Tennessee"	"47"	"2023"	"2023"	"July"	"7"	7282
	"Tennessee"	"47"	"2023"	"2023"	"August"	"8"	7679
	"Tennessee"	"47"	"2023"	"2023"	"September"	"9"	6948
	"Tennessee"	"47"	"2023"	"2023"	"October"	"10"	7075
	"Tennessee"	"47"	"2023"	"2023"	"November"	"11"	6815
	"Tennessee"	"47"	"2023"	"2023"	"December"	"12"	6905
	"Tennessee"	"47"	"2024"	"2024"	"January"	"1"	6737
	"Tennessee"	"47"	"2024"	"2024"	"February"	"2"	6476
	"Texas"	"48"	"2023"	"2023"	"January"	"1"	32538
	"Texas"	"48"	"2023"	"2023"	"February"	"2"	28953
	"Texas"	"48"	"2023"	"2023"	"March"	"3"	31401
	"Texas"	"48"	"2023"	"2023"	"April"	"4"	28877
	"Texas"	"48"	"2023"	"2023"	"May"	"5"	31653
	"Texas"	"48"	"2023"	"2023"	"June"	"6"	32206
	"Texas"	"48"	"2023"	"2023"	"July"	"7"	33162
	"Texas"	"48"	"2023"	"2023"	"August"	"8"	35428
	"Texas"	"48"	"2023"	"2023"	"September"	"9"	33654
	"Texas"	"48"	"2023"	"2023"	"October"	"10"	34069
	"Texas"	"48"	"2023"	"2023"	"November"	"11"	33204
	"Texas"	"48"	"2023"	"2023"	"December"	"12"	32729
	"Texas"	"48"	"2024"	"2024"	"January"	"1"	32252
	"Texas"	"48"	"2024"	"2024"	"February"	"2"	30010
	"Utah"	"49"	"2023"	"2023"	"January"	"1"	3502
	"Utah"	"49"	"2023"	"2023"	"February"	"2"	3472
	"Utah"	"49"	"2023"	"2023"	"March"	"3"	3961
	"Utah"	"49"	"2023"	"2023"	"April"	"4"	3613
	"Utah"	"49"	"2023"	"2023"	"May"	"5"	3901
	"Utah"	"49"	"2023"	"2023"	"June"	"6"	3915
	"Utah"	"49"	"2023"	"2023"	"July"	"7"	3956
	"Utah"	"49"	"2023"	"2023"	"August"	"8"	4123
	"Utah"	"49"	"2023"	"2023"	"September"	"9"	3778
	"Utah"	"49"	"2023"	"2023"	"October"	"10"	3788
	"Utah"	"49"	"2023"	"2023"	"November"	"11"	3551
	"Utah"	"49"	"2023"	"2023"	"December"	"12"	3458
	"Utah"	"49"	"2024"	"2024"	"January"	"1"	3699
	"Utah"	"49"	"2024"	"2024"	"February"	"2"	3614
	"Vermont"	"50"	"2023"	"2023"	"January"	"1"	391
	"Vermont"	"50"	"2023"	"2023"	"February"	"2"	358
	"Vermont"	"50"	"2023"	"2023"	"March"	"3"	412
	"Vermont"	"50"	"2023"	"2023"	"April"	"4"	446
	"Vermont"	"50"	"2023"	"2023"	"May"	"5"	457
	"Vermont"	"50"	"2023"	"2023"	"June"	"6"	438
	"Vermont"	"50"	"2023"	"2023"	"July"	"7"	424
	"Vermont"	"50"	"2023"	"2023"	"August"	"8"	478
	"Vermont"	"50"	"2023"	"2023"	"September"	"9"	424
	"Vermont"	"50"	"2023"	"2023"	"October"	"10"	391
	"Vermont"	"50"	"2023"	"2023"	"November"	"11"	428
	"Vermont"	"50"	"2023"	"2023"	"December"	"12"	417
	"Vermont"	"50"	"2024"	"2024"	"January"	"1"	383
	"Vermont"	"50"	"2024"	"2024"	"February"	"2"	383
	"Virginia"	"51"	"2023"	"2023"	"January"	"1"	7696
	"Virginia"	"51"	"2023"	"2023"	"February"	"2"	7021
	"Virginia"	"51"	"2023"	"2023"	"March"	"3"	7658
	"Virginia"	"51"	"2023"	"2023"	"April"	"4"	7045
	"Virginia"	"51"	"2023"	"2023"	"May"	"5"	7753
	"Virginia"	"51"	"2023"	"2023"	"June"	"6"	7886
	"Virginia"	"51"	"2023"	"2023"	"July"	"7"	7944
	"Virginia"	"51"	"2023"	"2023"	"August"	"8"	8403
	"Virginia"	"51"	"2023"	"2023"	"September"	"9"	7828
	"Virginia"	"51"	"2023"	"2023"	"October"	"10"	8067
	"Virginia"	"51"	"2023"	"2023"	"November"	"11"	7509
	"Virginia"	"51"	"2023"	"2023"	"December"	"12"	7822
	"Virginia"	"51"	"2024"	"2024"	"January"	"1"	7717
	"Virginia"	"51"	"2024"	"2024"	"February"	"2"	7254
	"Washington"	"53"	"2023"	"2023"	"January"	"1"	6602
	"Washington"	"53"	"2023"	"2023"	"February"	"2"	5979
	"Washington"	"53"	"2023"	"2023"	"March"	"3"	6695
	"Washington"	"53"	"2023"	"2023"	"April"	"4"	6521
	"Washington"	"53"	"2023"	"2023"	"May"	"5"	6996
	"Washington"	"53"	"2023"	"2023"	"June"	"6"	6913
	"Washington"	"53"	"2023"	"2023"	"July"	"7"	7034
	"Washington"	"53"	"2023"	"2023"	"August"	"8"	7226
	"Washington"	"53"	"2023"	"2023"	"September"	"9"	6799
	"Washington"	"53"	"2023"	"2023"	"October"	"10"	6788
	"Washington"	"53"	"2023"	"2023"	"November"	"11"	6660
	"Washington"	"53"	"2023"	"2023"	"December"	"12"	6712
	"Washington"	"53"	"2024"	"2024"	"January"	"1"	6609
	"Washington"	"53"	"2024"	"2024"	"February"	"2"	6323
	"West Virginia"	"54"	"2023"	"2023"	"January"	"1"	1404
	"West Virginia"	"54"	"2023"	"2023"	"February"	"2"	1304
	"West Virginia"	"54"	"2023"	"2023"	"March"	"3"	1387
	"West Virginia"	"54"	"2023"	"2023"	"April"	"4"	1198
	"West Virginia"	"54"	"2023"	"2023"	"May"	"5"	1407
	"West Virginia"	"54"	"2023"	"2023"	"June"	"6"	1468
	"West Virginia"	"54"	"2023"	"2023"	"July"	"7"	1456
	"West Virginia"	"54"	"2023"	"2023"	"August"	"8"	1442
	"West Virginia"	"54"	"2023"	"2023"	"September"	"9"	1419
	"West Virginia"	"54"	"2023"	"2023"	"October"	"10"	1380
	"West Virginia"	"54"	"2023"	"2023"	"November"	"11"	1371
	"West Virginia"	"54"	"2023"	"2023"	"December"	"12"	1357
	"West Virginia"	"54"	"2024"	"2024"	"January"	"1"	1366
	"West Virginia"	"54"	"2024"	"2024"	"February"	"2"	1326
	"Wisconsin"	"55"	"2023"	"2023"	"January"	"1"	4784
	"Wisconsin"	"55"	"2023"	"2023"	"February"	"2"	4430
	"Wisconsin"	"55"	"2023"	"2023"	"March"	"3"	5148
	"Wisconsin"	"55"	"2023"	"2023"	"April"	"4"	4846
	"Wisconsin"	"55"	"2023"	"2023"	"May"	"5"	5204
	"Wisconsin"	"55"	"2023"	"2023"	"June"	"6"	5207
	"Wisconsin"	"55"	"2023"	"2023"	"July"	"7"	5338
	"Wisconsin"	"55"	"2023"	"2023"	"August"	"8"	5319
	"Wisconsin"	"55"	"2023"	"2023"	"September"	"9"	5083
	"Wisconsin"	"55"	"2023"	"2023"	"October"	"10"	5061
	"Wisconsin"	"55"	"2023"	"2023"	"November"	"11"	4631
	"Wisconsin"	"55"	"2023"	"2023"	"December"	"12"	4696
	"Wisconsin"	"55"	"2024"	"2024"	"January"	"1"	4650
	"Wisconsin"	"55"	"2024"	"2024"	"February"	"2"	4690
	"Wyoming"	"56"	"2023"	"2023"	"January"	"1"	459
	"Wyoming"	"56"	"2023"	"2023"	"February"	"2"	449
	"Wyoming"	"56"	"2023"	"2023"	"March"	"3"	536
	"Wyoming"	"56"	"2023"	"2023"	"April"	"4"	498
	"Wyoming"	"56"	"2023"	"2023"	"May"	"5"	510
	"Wyoming"	"56"	"2023"	"2023"	"June"	"6"	544
	"Wyoming"	"56"	"2023"	"2023"	"July"	"7"	514
	"Wyoming"	"56"	"2023"	"2023"	"August"	"8"	552
	"Wyoming"	"56"	"2023"	"2023"	"September"	"9"	485
	"Wyoming"	"56"	"2023"	"2023"	"October"	"10"	502
	"Wyoming"	"56"	"2023"	"2023"	"November"	"11"	469
	"Wyoming"	"56"	"2023"	"2023"	"December"	"12"	472
	"Wyoming"	"56"	"2024"	"2024"	"January"	"1"	482
	"Wyoming"	"56"	"2024"	"2024"	"February"	"2"	481
"---"
"Dataset: Provisional Natality, 2023 through Last Month"
"Query Parameters:"
"Group By: State of Residence; Year; Month"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality-provisional.html for more information."
"---"
"Query Date: Apr 11, 2024 11:50:58 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Natality on CDC WONDER Online Database. Data are from the Natality Records 2023 through Last Month, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/natality-expanded-provisional.html on Apr 11, 2024 11:50:58 AM"
"---"
Messages:
"1. Rows with zero Births are hidden. Use Quick Options above to show zero rows."
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. Data are provisional and subject to change."
"3. Births occurring through February 29, 2024 as of March 28, 2024."
